iter	Logloss
240	0.09888592295
241	0.09852353278
242	0.09809480533
243	0.0977455697
244	0.09740447046
245	0.09709722726
246	0.09645007027
247	0.09609778479
248	0.09539061339
249	0.09515588339
250	0.09490088711
251	0.094611863
252	0.09441759263
253	0.09424268566
254	0.09357663175
255	0.09301517885
256	0.09252525526
257	0.09213908018
258	0.09188508824
259	0.09152667512
260	0.09106016379
261	0.09065016081
262	0.09056770929
263	0.09024640769
264	0.0898980483
265	0.0894062737
266	0.08917578705
267	0.08889374633
268	0.0886400986
269	0.08842051458
270	0.08823989318
271	0.08795666118
272	0.08768896304
273	0.08744607413
274	0.08710308688
275	0.08660444415
276	0.08614924853
277	0.08567973701
278	0.08553380011
279	0.08519700339
280	0.08482400998
281	0.08466562794
282	0.08430451498
283	0.08403367763
284	0.08365728911
285	0.08341189469
286	0.08309700584
287	0.08281723629
288	0.08241913443
289	0.08202907271
290	0.08178836461
291	0.08155412974
292	0.08129830064
293	0.08104868524
294	0.08087295227
295	0.08063377451
296	0.08034779551
297	0.08015844359
298	0.08004711555
299	0.07966498218
300	0.07956346476
301	0.079425659
302	0.07920359094
303	0.07915919731
304	0.0788966296
305	0.07855849112
306	0.0781587973
307	0.07802415976
308	0.07769418294
309	0.0774578188
310	0.07726974442
311	0.07686637409
312	0.07661966013
313	0.07649105705
314	0.07626452124
315	0.07604822113
316	0.07580222565
317	0.0755041581
318	0.07531738224
319	0.07503799009
320	0.074705264
321	0.07449241287
322	0.07432800291
323	0.07401300497
324	0.07367865099
325	0.07348372265
326	0.07312085083
327	0.0728692457
328	0.07249627534
329	0.07223685795
330	0.07183354451
331	0.07155314638
332	0.07134860905
333	0.07118820797
334	0.0710669815
335	0.07077981117
336	0.07057108661
337	0.07037974364
338	0.07020791913
339	0.07013753079
340	0.0699384946
341	0.06960974857
342	0.06939560401
343	0.06910109941
344	0.06889635403
345	0.06865738109
346	0.06831779042
347	0.06817436581
348	0.06793956135
349	0.06777906402
350	0.06759855606
351	0.06737889884
352	0.06710033952
353	0.06678202902
354	0.06654934022
355	0.06636167723
356	0.06621554043
357	0.06586574429
358	0.06554461816
359	0.06530811269
360	0.06505174365
361	0.06471812281
362	0.06450062413
363	0.06428840467
364	0.06407219916
365	0.06367190972
366	0.06334743345
367	0.06297008932
368	0.06290961792
369	0.06268832346
370	0.0625509896
371	0.06229126166
372	0.06216865443
373	0.06201396913
374	0.06179382424
375	0.06161406494
376	0.06159369165
377	0.06140729752
378	0.06127422722
379	0.06106995219
380	0.0607670624
381	0.06057786891
382	0.06047712687
383	0.06032902377
384	0.060191559
385	0.06006095714
386	0.05988856489
387	0.05966314712
388	0.05957220054
389	0.059373883
390	0.05910234795
391	0.05900355472
392	0.0588278696
393	0.05854029954
394	0.05842055894
395	0.05824507859
396	0.05811709329
397	0.05783084087
398	0.05754459066
399	0.05742670709
400	0.05731198336
401	0.05704294724
402	0.05686112887
403	0.05666418841
404	0.05649998456
405	0.05632005798
406	0.05607295701
407	0.05594769055
408	0.05563148945
409	0.05544851736
410	0.05523568272
411	0.05502489567
412	0.05484636992
413	0.05455527821
414	0.05445002309
415	0.05427152258
416	0.05417206926
417	0.05397476692
418	0.05382815541
419	0.05362902945
420	0.05352161278
421	0.05340978816
422	0.05329936159
423	0.05315972782
424	0.05295647619
425	0.05273395023
426	0.05268871115
427	0.05247484366
428	0.05225036704
429	0.05218066672
430	0.0519216873
431	0.05163402533
432	0.05150810331
433	0.05135605082
434	0.05120016344
435	0.05104932427
436	0.05090098466
437	0.05079190398
438	0.05065803518
439	0.05044850733
440	0.05036689275
441	0.05015738814
442	0.04991698641
443	0.04970920859
444	0.04957543826
445	0.04946938573
446	0.0494498194
447	0.04933480809
448	0.0492465946
449	0.049163754
450	0.04911370605
451	0.04906595377
452	0.04897402411
453	0.04871961384
454	0.04850151577
455	0.04835742878
456	0.04818174671
457	0.04807204916
458	0.04789474755
459	0.04776967821
460	0.04758313796
461	0.0474143754
462	0.04729435736
463	0.04715977937
464	0.04702143456
465	0.04679092404
466	0.04664390091
467	0.04659380528
468	0.04640081005
469	0.04628009025
470	0.04614681026
471	0.0460114187
472	0.04589970269
473	0.04577699118
474	0.04570594418
475	0.04562805294
476	0.04549621909
477	0.0452701849
478	0.04512414644
479	0.04499230613
480	0.04481457411
481	0.04471461351
482	0.04461975652
483	0.04439684915
484	0.04426158071
485	0.04405170346
486	0.04397271191
487	0.04385980455
488	0.04375206522
489	0.04356275411
490	0.04342912969
491	0.04332805383
492	0.04321030764
493	0.04309822347
494	0.04284970331
495	0.04271059031
496	0.04244235688
497	0.04238291156
498	0.0422951911
499	0.04223841586
500	0.04216040393
501	0.0420009618
502	0.04193293252
503	0.04178621567
504	0.04158099459
505	0.04145261843
506	0.04132614788
507	0.04125681226
508	0.04114430639
509	0.0411082576
510	0.04093876019
511	0.04085872969
512	0.04073245562
513	0.04065778944
514	0.04062452589
515	0.04051861183
516	0.04032369255
517	0.04022237226
518	0.04015762899
519	0.0401250426
520	0.04002214494
521	0.03988275462
522	0.03984702445
523	0.0397685699
524	0.03966387895
525	0.03944011071
526	0.03928676397
527	0.03925014763
528	0.03919118682
529	0.03906999355
530	0.03893299044
531	0.03889186361
532	0.03879769948
533	0.03869211448
534	0.03868528489
535	0.03862183309
536	0.03855220851
537	0.038439286
538	0.03829396858
539	0.03811817852
540	0.03792471279
541	0.03789328994
542	0.03784173399
543	0.03779273621
544	0.03765464437
545	0.0375695805
546	0.03747185761
547	0.0374454921
548	0.03735522109
549	0.03731478181
550	0.03728649906
551	0.03715750335
552	0.03704294865
553	0.03700358588
554	0.03693255976
555	0.03688203353
556	0.0367879672
557	0.03665244865
558	0.03651892313
559	0.03638748956
560	0.03627353467
561	0.03615624004
562	0.03606005173
563	0.036013455
564	0.03590961676
565	0.03585671533
566	0.03574568401
567	0.03564674233
568	0.0355563487
569	0.03551777978
570	0.03543238112
571	0.03535762176
572	0.03530037114
573	0.03517011281
574	0.03509633815
575	0.03506523832
576	0.0350432825
577	0.03497525126
578	0.03485458514
579	0.03474577778
580	0.03464389651
581	0.0345198501
582	0.03438155786
583	0.03436576693
584	0.0342591157
585	0.03415744565
586	0.0340772795
587	0.03394351318
588	0.03384924981
589	0.03379340544
590	0.03378059691
591	0.03364220448
592	0.03353924131
593	0.03351218344
594	0.03345433028
595	0.03338776414
596	0.0333417757
597	0.03323878945
598	0.03312548225
599	0.03300503228
600	0.03294796243
601	0.03287739635
602	0.03285708092
603	0.0328095446
604	0.03274137608
605	0.03265798864
606	0.03260652104
607	0.03249170879
608	0.03242454915
609	0.03227815514
610	0.0322191205
611	0.03219730663
612	0.03213635056
613	0.03206084087
614	0.03191692398
615	0.03181553944
616	0.0317758828
617	0.03167924806
618	0.03165905693
619	0.03159536714
620	0.03148515671
621	0.03144865926
622	0.03138305025
623	0.03133226515
624	0.03122034351
625	0.03113659952
626	0.03106939269
627	0.03095417746
628	0.03088059777
629	0.03081564688
630	0.0307305318
631	0.03060233768
632	0.03051041456
633	0.0304498327
634	0.03033549812
635	0.03032436641
636	0.03024280778
637	0.03021660183
638	0.03016222561
639	0.03007207548
640	0.03002174083
641	0.02997672635
642	0.02996894949
643	0.02994777236
644	0.02990339103
645	0.02979735278
646	0.02968635912
647	0.02965965907
648	0.02958089586
649	0.02951464265
650	0.02943116365
651	0.02940838042
652	0.02933069538
653	0.0292493246
654	0.02921640637
655	0.02918614245
656	0.02915916115
657	0.029043608
658	0.0289798728
659	0.02891164363
660	0.02881227887
661	0.0287123108
662	0.02863128288
663	0.028590481
664	0.02856602819
665	0.02847130743
666	0.02841772163
667	0.02835717153
668	0.02832649361
669	0.02824979946
670	0.02822562101
671	0.02817646084
672	0.02814316092
673	0.02811106723
674	0.02806115769
675	0.02792403281
676	0.02785643672
677	0.02781306783
678	0.02774134794
679	0.02768462834
680	0.02761800838
681	0.02760037339
682	0.02757851402
683	0.0275146568
684	0.02745854809
685	0.02733479985
686	0.02726750643
687	0.027207493
688	0.02717902011
689	0.02715865205
690	0.02708968392
691	0.0270609271
692	0.02701719691
693	0.02697311069
694	0.02690180296
695	0.0268039265
696	0.02673950368
697	0.02670016542
698	0.02663257613
699	0.02658084263
700	0.02652181628
701	0.02649956535
702	0.02643491162
703	0.02640596246
704	0.02635350121
705	0.02624212193
706	0.02618154758
707	0.02616178878
708	0.02607294486
709	0.02603692431
710	0.02599797751
711	0.02596849008
712	0.02593402869
713	0.02587892042
714	0.02580757346
715	0.02576710801
716	0.02568964395
717	0.02563315862
718	0.02550043377
719	0.02539615426
720	0.02532245271
721	0.0252835814
722	0.02516807761
723	0.02509350036
724	0.02508056422
725	0.02501515527
726	0.02496445567
727	0.0249286801
728	0.02486672388
729	0.02481911515
730	0.02478391158
731	0.02470983129
732	0.0246901205
733	0.02461131985
734	0.02458413438
735	0.02451030453
736	0.02444962302
737	0.02441323031
738	0.02437610742
739	0.02436534178
740	0.02431451637
741	0.02422481826
742	0.0241713952
743	0.02409936493
744	0.02404561138
745	0.02399669518
746	0.02394706762
747	0.02387988276
748	0.02384799272
749	0.02381068154
750	0.02379520182
751	0.02377830551
752	0.02370772221
753	0.02370418608
754	0.02368349949
755	0.02366460443
756	0.02364873715
757	0.02360168041
758	0.02355387216
759	0.02348678179
760	0.02341641577
761	0.02335726143
762	0.02332795737
763	0.02325708784
764	0.02323879206
765	0.02318467573
766	0.02313361684
767	0.02310887382
768	0.02305481568
769	0.02302584241
770	0.02297131327
771	0.02289377077
772	0.02284741573
773	0.02278299586
774	0.02273149792
775	0.02270876907
776	0.02267373235
777	0.02263017287
778	0.02254799389
779	0.0225260847
780	0.02250458296
781	0.02247345547
782	0.022458742
783	0.02245260903
784	0.02241824377
785	0.0223531271
786	0.02230640274
787	0.02228111966
788	0.02222264153
789	0.02220067914
790	0.02213438736
791	0.02206263694
792	0.02200205288
793	0.02197086075
794	0.02194502183
795	0.02188736291
796	0.021873194
797	0.0218194273
798	0.02176254089
799	0.021720265
800	0.02170698702
801	0.02167747308
802	0.02162387031
803	0.02158708548
804	0.02155239108
805	0.02152464731
806	0.02151130702
807	0.02149971205
808	0.0214774344
809	0.02137805492
810	0.02135515488
811	0.02129031191
812	0.02118768973
813	0.02113956246
814	0.02110042897
815	0.02103360848
816	0.02099862328
817	0.02090979486
818	0.02088050222
819	0.02086460814
820	0.02082442641
821	0.02081321732
822	0.020772873
823	0.02073307
824	0.02069088341
825	0.02065671357
826	0.02059348978
827	0.02052668406
828	0.02046594627
829	0.02041729232
830	0.02036912056
831	0.02033808162
832	0.02029707154
833	0.02028399008
834	0.02023578632
835	0.02021553949
836	0.02014892342
837	0.0201109532
838	0.02002807781
839	0.01996346204
840	0.01992868908
841	0.01991844117
842	0.01987684788
843	0.01985421263
844	0.01976546098
845	0.01973677723
846	0.01972236655
847	0.01971154047
848	0.01968249086
849	0.01964809806
850	0.01961831394
851	0.01960128481
852	0.01957007367
853	0.01953417289
854	0.01950238996
855	0.01948448425
856	0.01947513745
857	0.01939395539
858	0.01935593756
859	0.01933208054
860	0.01928083441
861	0.01924227325
862	0.01922005891
863	0.01920359991
864	0.01916073723
865	0.01912254465
866	0.01908690177
867	0.01906825778
868	0.01902009634
869	0.01900820209
870	0.01898045
871	0.01891607186
872	0.01889328917
873	0.0188854068
874	0.01883762285
875	0.01882597614
876	0.01879350761
877	0.01875497061
878	0.0186976532
879	0.01866952388
880	0.01861725569
881	0.01854947861
882	0.01853809045
883	0.0184970009
884	0.01845701086
885	0.01844602929
886	0.01838461432
887	0.01835326554
888	0.01830368642
889	0.01827525349
890	0.0182409264
891	0.01823538153
892	0.01821611257
893	0.01815533648
894	0.01810361569
895	0.01807413674
896	0.01804925258
897	0.01799293452
898	0.01798023537
899	0.01793745036
900	0.01789449642
901	0.01788280265
902	0.01785380723
903	0.01783730909
904	0.01782480626
905	0.01781278918
906	0.01779672497
907	0.017782992
908	0.01775393083
909	0.0177301577
910	0.01767585188
911	0.01764372962
912	0.01761543908
913	0.01757651579
914	0.01754319645
915	0.01748538001
916	0.01744758849
917	0.01743228557
918	0.0173872905
919	0.01736814097
920	0.01735449028
921	0.01734098643
922	0.01733221841
923	0.01732286385
924	0.01730243786
925	0.01728153003
926	0.01725327362
927	0.01724555223
928	0.01719943752
929	0.0171807554
930	0.01715371073
931	0.01714403267
932	0.01710828334
933	0.01709335742
934	0.01706405283
935	0.01702294864
936	0.01699600563
937	0.0169734975
938	0.01694148187
939	0.01687429363
940	0.01684939665
941	0.01681190541
942	0.01678040513
943	0.01673501577
944	0.01668112888
945	0.01665117399
946	0.01660083368
947	0.01659059109
948	0.01655534303
949	0.01653557498
950	0.01650632807
951	0.01648739924
952	0.01647511144
953	0.01644893527
954	0.01643069326
955	0.01637924955
956	0.01633745911
957	0.01633288616
958	0.01630463432
959	0.01626589099
960	0.01619870233
961	0.01617518009
962	0.01616982977
963	0.01614282551
964	0.01611297887
965	0.0160892447
966	0.01606911839
967	0.01605952852
968	0.01604034621
969	0.0160131867
970	0.01600298136
971	0.01598244959
972	0.01597267886
973	0.01592575289
974	0.01590162026
975	0.01589742418
976	0.01589089745
977	0.01588305506
978	0.01586012638
979	0.01584857715
980	0.01584190676
981	0.01582618774
982	0.01581248016
983	0.01580534602
984	0.01579504409
985	0.0157732233
986	0.0157497924
987	0.01570403682
988	0.0156740489
989	0.01565796836
990	0.01562473044
991	0.01560003316
992	0.01557545083
993	0.01554215939
994	0.01552647238
995	0.01551337821
996	0.01549835108
997	0.01546773375
998	0.01545315963
999	0.01542854456
